-8.89817;8.99698;0
-7.06323;-6.11793;2
-9.31026;8.41247;0
-1.68665;7.79344;0
4.29716;1.17089;3
-7.76207;-5.76894;2
3.18546;4.17168;3
-5.86258;-7.30947;2
-9.2774;10.8736;0
-2.44167;7.58954;0
3.60832;2.92364;3
1.20408;6.25384;3
-6.37147;-4.85197;2
-8.63789;8.82129;0
-6.60245;-7.23947;2
5.68393;-5.06717;1
-6.28613;-7.19319;2
4.936;2.23422;3
-3.61553;7.81808;0
-10.3577;6.83929;0
6.11777;1.4549;3
-8.39451;8.09816;0
-9.63085;7.20879;0
5.46559;-7.79245;1
-1.69667;10.3705;0
-4.23412;8.452;0
3.22451;1.55252;3
6.76915;-5.23878;1
-8.03291;-5.78855;2
4.94547;-5.80877;1
1.43294;5.01105;3
6.53431;-4.5154;1
-9.55363;8.00312;0
-6.95589;-7.1959;2
2.0014;4.27878;3
-7.02612;-5.76131;2
-5.74933;-5.5744;2
-8.07093;-6.22356;2
-9.5638;9.8962;0
-7.43513;8.63085;0
-4.71853;-6.58095;2
-8.48711;-6.69548;2
-7.95052;-6.39764;2
3.29997;3.56988;3
-9.17538;8.83447;0
8.27747;-7.13332;1
4.72693;1.67416;3
-8.79276;6.67192;0
-1.77073;9.18565;0
-9.26559;8.57097;0
2.13582;4.82358;3
-6.61974;-6.09829;2
-3.28462;-5.21233;2
-10.3067;9.18475;0
1.01628;2.94726;3
-6.94027;-5.57652;2
4.60517;0.80449;3
1.19331;3.60127;3
2.70425;3.85118;3
7.03292;-5.78591;1
5.66313;-5.24917;1
-3.34842;8.70507;0
-10.216;6.3857;0
-9.76526;7.264;0
-5.12894;9.83619;0
-10.3474;9.54859;0
-9.32369;7.4054;0
4.11012;2.48644;3
-10.4867;9.89012;0
6.6541;-5.70624;1
2.76959;4.77182;3
-9.06896;10.9309;0
4.24777;0.50965;3
-7.72642;-8.39496;2
1.04079;4.62356;3
7.29423;-4.38459;1
2.34647;4.03131;3
7.82815;-5.6857;1
-7.57142;6.61585;0
-6.86663;-5.42658;2
-7.87869;-4.96504;2
-10.4105;9.64188;0
5.58123;-5.8956;1
-2.1478;10.5523;0
4.93572;-4.39935;1
-3.83738;9.21115;0
-6.52367;5.45626;0
-2.52269;7.95658;0
-6.58655;-7.59446;2
-7.76348;-6.72638;2
5.05443;-6.35259;1
3.08922;2.04173;3
1.80462;5.26023;3
-7.23912;-7.71471;2
4.73696;2.94181;3
-7.01414;-6.81904;2
4.42021;2.33028;3
-5.72103;-7.70079;2
-8.61319;9.25114;0
4.15533;2.20936;3
-10.0992;8.24138;0
-10.0386;6.98902;0
-6.05757;-4.98332;2
-5.78694;-6.02066;2
-9.24655;11.2744;0
3.72045;3.5231;3
-6.35769;-6.58312;2
4.89743;1.89872;3
-6.52184;-6.31933;2
-6.82142;-8.02308;2
-10.4138;9.07681;0
-7.40075;-6.52225;2
3.32778;4.18246;3
2.9219;4.46875;3
8.2;-5.63754;1
-3.10984;8.72259;0
-3.98772;8.29444;0
-5.01385;-6.40628;2
-7.88433;7.97491;0
3.85663;1.65111;3
-6.65217;-5.57297;2
-7.14428;-4.15994;2
-6.47583;-6.55288;2
-11.0364;7.99073;0
-2.30033;7.05462;0
3.46357;2.72559;3
-9.60733;8.39567;0
1.87052;4.74977;3
2.84772;4.97496;3
-1.04355;8.78851;0
-3.1109;10.8666;0
-9.36422;9.41079;0
2.0921;3.77614;3
-9.51251;8.72104;0
-3.52203;9.32853;0
-6.49142;-7.28745;2
-5.91625;-6.46733;2
-8.26744;8.45909;0
2.30329;3.53875;3
-12.0796;6.29914;0
3.83139;1.47141;3
5.55528;2.30192;3
5.4534;0.74231;3
2.37932;3.46854;3
-7.32614;-6.02371;2
-2.26724;7.10101;0
4.47859;2.37722;3
1.81418;3.66845;3
-10.8635;7.50998;0
-2.18511;8.6292;0
-4.39878;-6.29665;2
8.15121;-5.67912;1
-2.16558;7.25125;0
-8.11658;-8.20057;2
-9.31327;6.67019;0
